POLARITY		CONCEPT
positive		pipevine_swallowtail
negative		piporm
negative		pippa
positive		pippa_middleton
positive		pipra_i_gegn
positive		pipradol
negative		pips_squeak
negative		pipsqueak
positive		pipulaga_hola
positive		pipulaga_ketill
negative		pipulaga_liffaeri
positive		pipulaga_luman
positive		pipulaga_nal
negative		pipulaga_ryrnun
positive		pipulaga_seytingu
negative		pipur
negative		pipur_blossar_upp
negative		pipur_bristle
negative		pipur_brot
negative		pipur_bust
negative		pipur_gosid
negative		pipur_hrynja
negative		pipur_i_miklu_maeli
negative		pipur_split
negative		pipur_springa
negative		pipur_sprungid
negative		pipur_utbrot
negative		pipur_vitaspyrnukeppni
negative		pipur_volley
positive		piquancy
positive		piquancy_liang_hong
positive		piquant_lykt
negative		piquant_smial
negative		pique
positive		pique_tantrum
negative		piranha
negative		piratical
negative		piriformis_vodvum
negative		piritramid
positive		pirouette
negative		piroxicam
negative		pirra
negative		pirrandi
positive		piscivore
negative		pisidium
positive		pisiform
negative		piss
negative		piss_wee
positive		pissa_dropi
positive		pissa_dropwort
negative		pissa_duck
positive		pissa_lykt
positive		pissa_nymph
negative		pissatill
positive		pissi
positive		pistil
positive		pistillate
positive		piston
positive		pit
positive		pit_bull
negative		pit_devil
negative		pit_fiend
negative		pit_nudd
negative		pit_skutu
negative		pit_stop
negative		pit_tol
negative		pit_worter
positive		pitch_hugmynd
negative		pitched_battle
positive		pitchfork
positive		pitchside
positive		pitchy
positive		pitchy_ace
positive		pitchy_agent
negative		pitchy_blettch
negative		pitchy_eldsneyti
positive		pitchy_hrun
positive		pitchy_lit
negative		piteous
negative		pitfall
negative		pitfall_fiend
positive		pith
positive		pith_graenmeti
positive		pith_minni
negative		pith_misnotkun
positive		pith_neysla
positive		pith_panic
positive		pith_thradur
negative		pithigraedsla
positive		pithily
positive		pithivier
positive		pitho
positive		pitjantjatjara
positive		pits
negative		pittance
negative		pitter_patter
negative		pitting_taeringu
negative		pittsboro
negative		pittsburgh_courier
positive		pivot
positive		pixy
positive		pixy_stix
positive		pizazz
positive		pizzazz
negative		pkzip
positive		placable
positive		placatory
negative		place_gold
positive		placebo
negative		placeeable
positive		placeholder
positive		placenta
positive		placentation
positive		placid
negative		placobdella
negative		plaga
positive		plagiarise
negative		plagiarism
negative		plagiarist
negative		plagiarize
negative		plaice
positive		plainspoken
negative		plaintive
positive		plakat
positive		plakat_barn
negative		plame_identity
negative		plame_mal
negative		planci
negative		planetary
negative		plangent_almennt
positive		plangent_slate
positive		plangent_stop
positive		planimeter
positive		planimetric
positive		planispiral
negative		plank
negative		plank_dow
positive		planktonic_alga
negative		planneless
negative		plannhugi
negative		planographic
positive		plant_eater
positive		plant_fiber
negative		plant_louse_fly
positive		plant_new_model
positive		plant_ondun
negative		plant_pathogen
positive		planta_anele
positive		planta_fascia
positive		planta_germplasm
positive		planta_hlidar_liffaeri
negative		planta_hormon
positive		planta_inunct
positive		planta_liffaeri
positive		planta_lus
positive		planta_mat
positive		planta_oliu
positive		planta_oliu_lit
negative		planta_orsok
positive		planta_plaga
positive		planta_raektun
positive		planta_sjukdomur
positive		planta_smatt
positive		planta_solid_mat
negative		planta_yfirbord
positive		plantaginaceae
positive		plantain
negative		plantar_yfirbord
negative		planthopper
positive		plantigrade
negative		plantinga
negative		plantlife
positive		plantsman
positive		plaque
positive		plasma
negative		plasmidsmit
positive		plasmma
positive		plasmodial
negative		plasmodium
negative		plasmur
negative		plass_uti
negative		plasslaust
negative		plast
positive		plast_augnlok
negative		plast_bin
positive		plast_brjosk
negative		plast_dame
negative		plast_dukkuna
negative		plast_fine_art
positive		plast_fotu
positive		plast_frodu
negative		plast_hatt
positive		plast_jar
negative		plast_lak
negative		plast_list
negative		plast_listaverk
positive		plast_palpebra
negative		plast_plastefni
negative		plast_rosin
negative		plast_rusl
negative		plast_sprengiefni
positive		plast_tarp
positive		plast_tubs
negative		plast_urgangur
negative		plast_wench
negative		plast_zip
negative		plasta
positive		plastefni
positive		plasterwork
positive		plastfilma
positive		plastfodrid
negative		plastfugl
positive		plasthattur
positive		plasthud
positive		plasthylki
negative		plastic_chick
positive		plasticity
positive		plasticky
negative		plasting
positive		plastleikur
positive		plastmodlie
negative		plastpappir
positive		plastur_a
negative		plastur_grar
negative		plastur_saman
negative		plaszow
positive		plata
positive		platan_tre
positive		plated
negative		plated_simmer
positive		plateful
negative		platelayer
positive		platform
negative		platice_haekkun
positive		platinum
negative		platitudinal
negative		platitudinous
positive		platonic
negative		platonism
negative		platonist
positive		platters
negative		platyhelminth
negative		playboy
positive		playfair
positive		playfellow
positive		playmaker
positive		playmander
positive		playpen
positive		playskool
positive		playsuit
positive		plea
positive		plea_deal
positive		pleasant_bragdefni
positive		pleasant_lykt
positive		pleaser
positive		pleat
negative		plebe
negative		plebeian
negative		plebian
positive		plectognath
positive		plectra
positive		plectron
positive		plectrum
negative		pledgor
negative		pleistocene
negative		pleistocene_glacial
negative		pleistocene_jokul
negative		pleistocene_megafauna
negative		pleitting
positive		plenteous
positive		pleomorphic
positive		pleomorphic_adenoma
negative		pleonasm
negative		pleonastic
positive		pleroma
positive		plete_blod
negative		pleural_mesothelioma
positive		pleure_space
positive		pleurisy
negative		pleuritic_brjostverkur
negative		pleuron
negative		pleuropneumonia
negative		pleury_fluid
negative		plexiform
positive		pliable
positive		pliancy
positive		pliant_cheath
negative		pliant_plastefni
negative		plica
negative		plica_haekkun
positive		plication
positive		pliist_mat
negative		plimmer
negative		plinian
negative		plodded
negative		plodding
negative		plokkslagsmal
positive		plom_tre
positive		ploma
negative		ploma_sosa
negative		ploma_starf
positive		plomudrykkjarvatn
negative		plonk
negative		plonk_dow
positive		plontu_jurtaolia
negative		plontu_lifedlisfraedileg_vistfraedi
positive		plontufrae
positive		plontulyf
positive		plontuolia
positive		plontuprotin
positive		plontur
positive		plontuthykkni
negative		plop_dow
positive		plosa
negative		plosion
positive		plosive_samhlida
negative		plosive_umferd_ljos
positive		plot_twist
negative		plotless
negative		plots
positive		plottar_hefnd
negative		plotted
negative		plotter
negative		plotting
positive		plotuhle
positive		plotur
negative		ploughboy
positive		ploughland_innleidir
positive		ploughshare
negative		plow_alzheimer
negative		plow_gigtism
positive		plow_hledsla
positive		plow_ice
positive		plowshare
negative		ploy
negative		ploy_sofa_apnea
negative		plual_efnaction
negative		pluck
negative		pluck_dow
negative		pluck_gas_rekinn
negative		pluck_jerker
positive		pluck_up
positive		plug_in_hybrid
negative		plugghole
negative		plum_dow
positive		plume_teppi
positive		plumed_hattur
negative		plummet
positive		plummy
negative		plumose
negative		plump
negative		plump_dow
negative		plump_svin
negative		plumper
negative		plunkett
positive		pluperfect
positive		pluralise
negative		pluralist
negative		pluralistic
positive		pluralize
positive		pluripotent
negative		plus
positive		plutocracy
positive		plutocrat
negative		plutonian
positive		plutonic
negative		plutonium
negative		ply
positive		ply_spenna
positive		plyometric
negative		pms_einkenni
positive		pndapetzim
positive		pneuma
negative		pneumococcal
negative		pneumococci
negative		pneumokokka_lungnabolga
negative		pneumonic
negative		pneumonic_plaga
positive		pneumoperitonum
negative		pneumovax
negative		poach
negative		pochard
negative		pocket_pom
negative		podgy
negative		podgy_pig
positive		podium
positive		podlesie
positive		poesy
positive		poet
positive		pogo_stafur
negative		pogrom
positive		poiana_brasov
negative		poignant
negative		poinciana_regia
negative		pointillism
negative		pointillist
positive		poise
positive		poise_beam
positive		poise_color
positive		poise_hitastig
negative		poise_mccool
negative		poite
negative		poke_bear
negative		poker
positive		poker_leikur
negative		pokey
negative		pokey_break
negative		pokey_haekkun
negative		pokey_logsaga
negative		poki
negative		poky_break
negative		poky_laekkun
negative		poky_logsaga
negative		polarize
positive		polaroid
negative		polecat
negative		polemic
negative		polemist
positive		polesia
positive		polia
positive		policide
negative		polio
negative		politicize
positive		polka
negative		poll
negative		pollandi_samningur
positive		pollen
negative		pollen_ofnaemi
positive		pollenation
negative		pollexfen
negative		pollinator
positive		pollyannish
positive		polocrosse
positive		poloidal
positive		polona_hercog
positive		polskur
negative		poltergeist
negative		poltroon
positive		polyadic
positive		polyalphabetic
negative		polyarticular
negative		polycentric
negative		polychaeta
negative		polychaete
positive		polychrome
positive		polycrystalline
negative		polydactylyly
negative		polydipsia
negative		polyetylen
negative		polygamy
positive		polyhymnia
negative		polyifilo
positive		polymath
positive		polymodal
negative		polyostotic
negative		polyp
negative		polyphe_dalki
positive		polyphony
negative		polyploidy
negative		polypoid
positive		polyptych
positive		polypurin
positive		polyrhythm
negative		polysemantic
positive		polysemy
negative		polysomy
negative		polysyllabic
positive		polysynaptic
negative		polysynthetic
negative		polythene
positive		polythetic
positive		polytonal
positive		polytope
positive		polytron
positive		polyuretan
negative		polyuriur
negative		polyxena
positive		pom_pom
positive		pom_pom_vest
positive		pomade
positive		pomaded
negative		pomerania_wolgast
positive		pomerium
positive		pommel
negative		pomp
positive		pompadour
positive		pompano
positive		pompeian
negative		pomposity
negative		pompous
positive		poncho_liner
negative		pond_brook
negative		pond_hustler
negative		ponderance
negative		ponderous
positive		ponduned
negative		pongghieu
negative		ponim
negative		ponnur
negative		pontiff
negative		pontify
positive		pontoon
positive		ponytail
negative		ponzi
negative		ponzi_scheme
negative		poo
positive		poodle
negative		poof_duck
positive		poofy
negative		pooh_pooh
positive		poong
negative		poove_duck
negative		poove_majesty
positive		pop
negative		pop_anthem
positive		pop_careen_songvari
positive		pop_chart
positive		pop_cork
positive		pop_graf
positive		pop_idol
positive		pop_jerk
positive		pop_lof
positive		pop_rap
negative		pop_revolt
positive		pop_rock_vocaliser
positive		pop_rock_vocalizer
positive		pop_sensible
positive		pop_shake_songvari
positive		pop_sway_songvari
positive		pop_tilt_songvari
positive		pop_tune
positive		popcorn
positive		popdust
positive		popillia_japonica
positive		popillia_japonica_newman
negative		popinjay
negative		popish
negative		poplar
positive		poplar_tre
negative		popocatepetl
negative		popover
positive		popp_bakteria
positive		popp_menning
positive		popp_punk
positive		popp_rokk
positive		popp_rokk_songvari
positive		popp_songvari
positive		popp_songvari_songvari
negative		poppa_ut
positive		poppadom
negative		poppet
negative		poppet_loki
positive		poppie_pund
positive		poppsteinn_songvari
positive		poppstjarna
positive		popptonlistarmadur
positive		poppy
negative		poppycock
positive		popsicle_stafur
negative		popular_casino
positive		populating
negative		populism
negative		populist
negative		por_nudd
negative		porbeagle
positive		porch_roof
negative		porcine
positive		porcupinishish
negative		pore
negative		pore_bindi
positive		pore_staerd
negative		pore_thvermal
negative		porewater
positive		porfyriu
negative		porifera
positive		pork_pie_hattur
